meeting_key,circuit_key,circuit_short_name,meeting_code,location,country_key,country_code,country_name,meeting_name,meeting_official_name,gmt_offset,date_start,year
1270,61,Singapore,SGP,Marina Bay,157,SGP,Singapore,Singapore Grand Prix,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2025,08:00:00,2025-10-03T09:30:00+00:00,2025
