date,session_key,driver_number,gap_to_leader,meeting_key,interval
2025-10-05T12:20:02.433000+00:00,9896,87,23.169,1270,1.917
2025-10-05T12:20:02.824000+00:00,9896,31,31.359,1270,1.174
2025-10-05T12:20:02.855000+00:00,9896,1,5.205,1270,5.205
2025-10-05T12:20:03.089000+00:00,9896,18,28.179,1270,1.411
2025-10-05T12:20:03.371000+00:00,9896,12,14.071,1270,1.632
2025-10-05T12:20:03.464000+00:00,9896,16,12.495,1270,2.068
2025-10-05T12:20:03.480000+00:00,9896,22,32.001,1270,0.642
2025-10-05T12:20:03.871000+00:00,9896,27,24.613,1270,1.444
2025-10-05T12:20:04.371000+00:00,9896,16,12.507,1270,2.084
2025-10-05T12:20:04.511000+00:00,9896,44,15.225,1270,1.154
2025-10-05T12:20:04.699000+00:00,9896,4,7.055,1270,1.85
2025-10-05T12:20:04.761000+00:00,9896,30,25.526,1270,0.913
2025-10-05T12:20:05.074000+00:00,9896,5,30.182,1270,2.003
2025-10-05T12:20:05.183000+00:00,9896,12,14.113,1270,1.618
2025-10-05T12:20:05.246000+00:00,9896,55,33.808,1270,1.807
2025-10-05T12:20:05.339000+00:00,9896,1,5.2,1270,5.2
2025-10-05T12:20:05.542000+00:00,9896,81,10.424,1270,3.462
2025-10-05T12:20:05.964000+00:00,9896,12,14.122,1270,1.615
2025-10-05T12:20:05.980000+00:00,9896,14,20.695,1270,5.516
2025-10-05T12:20:06.152000+00:00,9896,43,26.832,1270,1.306
2025-10-05T12:20:06.214000+00:00,9896,31,31.33,1270,1.148
2025-10-05T12:20:06.246000+00:00,9896,44,15.261,1270,1.148
2025-10-05T12:20:06.714000+00:00,9896,6,21.444,1270,0.749
2025-10-05T12:20:06.871000+00:00,9896,22,31.937,1270,0.607
2025-10-05T12:20:07.136000+00:00,9896,44,15.267,1270,1.145
2025-10-05T12:20:07.261000+00:00,9896,4,7.087,1270,1.887
2025-10-05T12:20:07.324000+00:00,9896,10,35.813,1270,2.005
2025-10-05T12:20:07.511000+00:00,9896,18,28.249,1270,1.417
2025-10-05T12:20:07.667000+00:00,9896,16,12.499,1270,2.075
2025-10-05T12:20:07.667000+00:00,9896,14,20.714,1270,5.528
2025-10-05T12:20:07.808000+00:00,9896,23,36.358,1270,0.545
2025-10-05T12:20:08.173000+00:00,9896,81,10.533,1270,3.478
2025-10-05T12:20:08.424000+00:00,9896,6,21.5,1270,0.786
2025-10-05T12:20:08.507000+00:00,9896,87,23.204,1270,1.76
2025-10-05T12:20:08.708000+00:00,9896,55,33.804,1270,1.867
2025-10-05T12:20:09.213000+00:00,9896,12,14.117,1270,1.618
2025-10-05T12:20:09.469000+00:00,9896,5,30.227,1270,1.978
2025-10-05T12:20:10.011000+00:00,9896,27,24.714,1270,1.51
2025-10-05T12:20:10.062000+00:00,9896,14,20.771,1270,5.546
2025-10-05T12:20:10.174000+00:00,9896,87,23.214,1270,1.714
2025-10-05T12:20:10.236000+00:00,9896,16,12.571,1270,2.038
2025-10-05T12:20:10.362000+00:00,9896,44,15.254,1270,1.137
2025-10-05T12:20:10.658000+00:00,9896,31,31.4,1270,1.173
2025-10-05T12:20:10.702000+00:00,9896,10,35.793,1270,1.989
2025-10-05T12:20:10.757000+00:00,9896,81,10.58,1270,3.493
2025-10-05T12:20:10.920000+00:00,9896,30,25.627,1270,
2025-10-05T12:20:10.920000+00:00,9896,6,21.622,1270,0.851
2025-10-05T12:20:11.192000+00:00,9896,23,36.302,1270,0.509
2025-10-05T12:20:11.202000+00:00,9896,22,31.965,1270,0.565
2025-10-05T12:20:11.402000+00:00,9896,1,5.318,1270,5.318
2025-10-05T12:20:11.646000+00:00,9896,27,,1270,1.5
2025-10-05T12:20:11.745000+00:00,9896,12,,1270,1.546
2025-10-05T12:20:11.802000+00:00,9896,14,20.818,1270,5.557
2025-10-05T12:20:12.272000+00:00,9896,43,26.982,1270,1.355
2025-10-05T12:20:12.510000+00:00,9896,87,23.216,1270,1.594
2025-10-05T12:20:12.606000+00:00,9896,30,25.658,1270,0.944
2025-10-05T12:20:12.712000+00:00,9896,6,21.703,1270,0.885
2025-10-05T12:20:12.730000+00:00,9896,14,20.83,1270,5.563
2025-10-05T12:20:12.775000+00:00,9896,16,12.623,1270,2.043
2025-10-05T12:20:12.965000+00:00,9896,44,15.3,1270,1.183
2025-10-05T12:20:13.093000+00:00,9896,55,33.845,1270,1.88
2025-10-05T12:20:13.224000+00:00,9896,4,7.139,1270,1.821
2025-10-05T12:20:13.592000+00:00,9896,6,21.726,1270,0.896
2025-10-05T12:20:13.679000+00:00,9896,18,28.391,1270,1.409
2025-10-05T12:20:13.945000+00:00,9896,43,27.016,1270,1.358
2025-10-05T12:20:13.962000+00:00,9896,1,5.344,1270,5.344
2025-10-05T12:20:14.069000+00:00,9896,27,24.771,1270,1.555
2025-10-05T12:20:14.275000+00:00,9896,87,23.279,1270,1.576
2025-10-05T12:20:14.302000+00:00,9896,12,14.147,1270,1.524
2025-10-05T12:20:15.035000+00:00,9896,30,25.734,1270,0.963
2025-10-05T12:20:15.135000+00:00,9896,10,35.9,1270,2.055
2025-10-05T12:20:15.176000+00:00,9896,87,23.293,1270,1.567
2025-10-05T12:20:15.356000+00:00,9896,18,28.411,1270,1.395
2025-10-05T12:20:15.507000+00:00,9896,44,15.37,1270,1.223
2025-10-05T12:20:15.562000+00:00,9896,23,36.3,1270,0.4
2025-10-05T12:20:15.602000+00:00,9896,5,30.315,1270,1.924
2025-10-05T12:20:15.762000+00:00,9896,4,,1270,1.795
2025-10-05T12:20:15.770000+00:00,9896,27,24.806,1270,1.527
2025-10-05T12:20:15.956000+00:00,9896,14,20.848,1270,5.594
2025-10-05T12:20:16.398000+00:00,9896,43,27.104,1270,1.37
2025-10-05T12:20:16.686000+00:00,9896,27,24.818,1270,1.525
2025-10-05T12:20:16.787000+00:00,9896,81,10.7,1270,3.561
2025-10-05T12:20:16.822000+00:00,9896,31,31.505,1270,1.19
2025-10-05T12:20:16.840000+00:00,9896,6,21.732,1270,0.884
2025-10-05T12:20:16.840000+00:00,9896,30,25.795,1270,0.989
2025-10-05T12:20:17.262000+00:00,9896,5,30.321,1270,1.91
2025-10-05T12:20:17.472000+00:00,9896,22,32.149,1270,0.644
2025-10-05T12:20:17.718000+00:00,9896,30,25.81,1270,0.992
2025-10-05T12:20:17.856000+00:00,9896,18,28.521,1270,1.417
2025-10-05T12:20:18.203000+00:00,9896,43,27.144,1270,1.349
2025-10-05T12:20:18.399000+00:00,9896,87,23.299,1270,
2025-10-05T12:20:18.460000+00:00,9896,31,31.512,1270,1.191
2025-10-05T12:20:18.657000+00:00,9896,14,20.99,1270,5.69
2025-10-05T12:20:18.889000+00:00,9896,16,12.768,1270,2.068
2025-10-05T12:20:19.125000+00:00,9896,43,27.151,1270,1.341
2025-10-05T12:20:19.135000+00:00,9896,22,32.177,1270,0.665
2025-10-05T12:20:19.235000+00:00,9896,55,33.935,1270,1.786
2025-10-05T12:20:19.412000+00:00,9896,81,10.709,1270,3.57
2025-10-05T12:20:19.412000+00:00,9896,6,21.749,1270,0.759
2025-10-05T12:20:19.570000+00:00,9896,18,28.58,1270,1.436
2025-10-05T12:20:19.687000+00:00,9896,5,30.378,1270,1.857
2025-10-05T12:20:19.976000+00:00,9896,4,7.21,1270,1.866
2025-10-05T12:20:19.992000+00:00,9896,27,24.841,1270,1.542
2025-10-05T12:20:20.375000+00:00,9896,12,14.271,1270,1.503
2025-10-05T12:20:20.525000+00:00,9896,18,28.598,1270,1.447
2025-10-05T12:20:20.855000+00:00,9896,30,25.758,1270,0.917
2025-10-05T12:20:20.856000+00:00,9896,31,31.551,1270,1.173
2025-10-05T12:20:20.892000+00:00,9896,55,33.944,1270,1.767
2025-10-05T12:20:21.021000+00:00,9896,87,23.38,1270,1.631
2025-10-05T12:20:21.292000+00:00,9896,10,35.994,1270,2.059
2025-10-05T12:20:21.302000+00:00,9896,14,21.117,1270,5.747
2025-10-05T12:20:21.362000+00:00,9896,16,12.759,1270,2.05
2025-10-05T12:20:21.577000+00:00,9896,5,30.453,1270,1.873
2025-10-05T12:20:21.583000+00:00,9896,1,5.38,1270,5.38
2025-10-05T12:20:21.599000+00:00,9896,44,15.516,1270,1.245
2025-10-05T12:20:21.602000+00:00,9896,22,32.304,1270,0.753
2025-10-05T12:20:21.802000+00:00,9896,23,36.487,1270,0.493
2025-10-05T12:20:22.073000+00:00,9896,6,21.933,1270,0.816
2025-10-05T12:20:22.262000+00:00,9896,43,27.145,1270,1.387
2025-10-05T12:20:22.318000+00:00,9896,5,30.475,1270,1.877
2025-10-05T12:20:22.535000+00:00,9896,27,24.904,1270,1.524
2025-10-05T12:20:22.592000+00:00,9896,31,31.603,1270,1.15
2025-10-05T12:20:22.875000+00:00,9896,12,14.264,1270,1.505
2025-10-05T12:20:22.957000+00:00,9896,10,36.016,1270,2.072
2025-10-05T12:20:23.355000+00:00,9896,55,34.027,1270,1.723
2025-10-05T12:20:23.375000+00:00,9896,22,32.367,1270,0.764
2025-10-05T12:20:23.392000+00:00,9896,4,7.213,1270,1.833
2025-10-05T12:20:23.402000+00:00,9896,81,10.739,1270,3.529
2025-10-05T12:20:23.409000+00:00,9896,23,36.481,1270,0.465
2025-10-05T12:20:23.424000+00:00,9896,30,25.778,1270,0.874
2025-10-05T12:20:23.498000+00:00,9896,31,31.618,1270,1.143
2025-10-05T12:20:23.675000+00:00,9896,87,23.519,1270,1.586
2025-10-05T12:20:23.725000+00:00,9896,18,28.616,1270,1.471
2025-10-05T12:20:24.135000+00:00,9896,44,15.511,1270,1.247
2025-10-05T12:20:24.258000+00:00,9896,22,32.39,1270,0.772
2025-10-05T12:20:24.852000+00:00,9896,43,27.213,1270,1.435
2025-10-05T12:20:25.158000+00:00,9896,27,25.026,1270,1.507
2025-10-05T12:20:25.172000+00:00,9896,55,34.109,1270,1.742
2025-10-05T12:20:25.408000+00:00,9896,10,36.116,1270,2.089
2025-10-05T12:20:25.566000+00:00,9896,16,12.894,1270,2.155
2025-10-05T12:20:25.602000+00:00,9896,1,5.402,1270,5.402
2025-10-05T12:20:25.602000+00:00,9896,5,30.517,1270,1.901
2025-10-05T12:20:25.993000+00:00,9896,23,36.647,1270,0.531
2025-10-05T12:20:26+00:00,9896,55,34.131,1270,1.741
2025-10-05T12:20:26.088000+00:00,9896,30,25.913,1270,0.887
2025-10-05T12:20:26.413000+00:00,9896,18,28.783,1270,1.57
2025-10-05T12:20:26.735000+00:00,9896,31,31.638,1270,1.121
2025-10-05T12:20:26.921000+00:00,9896,81,10.754,1270,3.541
2025-10-05T12:20:27.002000+00:00,9896,12,14.353,1270,1.459
2025-10-05T12:20:27.156000+00:00,9896,10,36.176,1270,2.067
2025-10-05T12:20:27.353000+00:00,9896,14,21.255,1270,5.739
2025-10-05T12:20:27.426000+00:00,9896,4,,1270,1.811
2025-10-05T12:20:27.471000+00:00,9896,22,32.348,1270,0.71
2025-10-05T12:20:27.486000+00:00,9896,43,27.287,1270,1.374
2025-10-05T12:20:27.757000+00:00,9896,23,36.757,1270,0.581
2025-10-05T12:20:28.098000+00:00,9896,10,36.196,1270,2.065
2025-10-05T12:20:28.138000+00:00,9896,6,22.057,1270,0.802
2025-10-05T12:20:28.235000+00:00,9896,5,30.595,1270,1.812
2025-10-05T12:20:28.286000+00:00,9896,44,15.644,1270,1.291
2025-10-05T12:20:28.705000+00:00,9896,23,36.786,1270,0.59
2025-10-05T12:20:29.042000+00:00,9896,18,28.87,1270,1.583
2025-10-05T12:20:29.140000+00:00,9896,16,12.952,1270,2.198
2025-10-05T12:20:29.275000+00:00,9896,55,34.154,1270,1.806
2025-10-05T12:20:29.422000+00:00,9896,31,31.794,1270,1.199
2025-10-05T12:20:29.799000+00:00,9896,87,23.706,1270,1.649
2025-10-05T12:20:29.875000+00:00,9896,14,21.276,1270,5.765
2025-10-05T12:20:30.069000+00:00,9896,22,32.439,1270,0.645
2025-10-05T12:20:30.569000+00:00,9896,12,14.377,1270,1.425
2025-10-05T12:20:30.735000+00:00,9896,6,22.091,1270,0.815
2025-10-05T12:20:30.917000+00:00,9896,5,30.731,1270,1.861
2025-10-05T12:20:30.986000+00:00,9896,81,10.772,1270,3.559
2025-10-05T12:20:31.235000+00:00,9896,27,25.144,1270,1.438
2025-10-05T12:20:31.344000+00:00,9896,10,36.221,1270,2.067
2025-10-05T12:20:31.732000+00:00,9896,1,5.377,1270,5.377
2025-10-05T12:20:31.849000+00:00,9896,44,15.669,1270,1.292
2025-10-05T12:20:31.860000+00:00,9896,23,36.749,1270,0.528
2025-10-05T12:20:31.962000+00:00,9896,55,34.325,1270,1.886
2025-10-05T12:20:32.056000+00:00,9896,31,31.905,1270,1.174
2025-10-05T12:20:32.114000+00:00,9896,30,26.038,1270,0.894
2025-10-05T12:20:32.335000+00:00,9896,87,23.723,1270,1.632
2025-10-05T12:20:32.802000+00:00,9896,22,32.676,1270,0.771
2025-10-05T12:20:33.130000+00:00,9896,16,12.91,1270,2.138
2025-10-05T12:20:33.552000+00:00,9896,4,7.208,1270,1.831
2025-10-05T12:20:33.583000+00:00,9896,43,27.494,1270,1.456
2025-10-05T12:20:33.802000+00:00,9896,27,25.152,1270,1.429
2025-10-05T12:20:33.943000+00:00,9896,10,36.31,1270,1.985
2025-10-05T12:20:33.974000+00:00,9896,14,21.323,1270,5.679
2025-10-05T12:20:34.552000+00:00,9896,12,14.329,1270,1.419
2025-10-05T12:20:34.552000+00:00,9896,23,36.913,1270,0.603
2025-10-05T12:20:34.599000+00:00,9896,55,34.468,1270,1.792
2025-10-05T12:20:34.677000+00:00,9896,30,26.062,1270,0.91
2025-10-05T12:20:34.849000+00:00,9896,6,22.216,1270,0.893
2025-10-05T12:20:35.099000+00:00,9896,18,29.012,1270,1.518
2025-10-05T12:20:35.802000+00:00,9896,44,15.607,1270,1.278
2025-10-05T12:20:36.130000+00:00,9896,43,27.518,1270,
2025-10-05T12:20:36.505000+00:00,9896,87,23.858,1270,1.642
2025-10-05T12:20:36.552000+00:00,9896,10,36.411,1270,1.943
2025-10-05T12:20:37.146000+00:00,9896,81,10.745,1270,3.537
2025-10-05T12:20:37.162000+00:00,9896,5,31.015,1270,2.003
2025-10-05T12:20:37.255000+00:00,9896,23,37.058,1270,0.647
2025-10-05T12:20:37.521000+00:00,9896,14,21.345,1270,5.676
2025-10-05T12:20:37.677000+00:00,9896,18,29.032,1270,1.514
2025-10-05T12:20:37.958000+00:00,9896,27,25.296,1270,1.438
2025-10-05T12:20:37.990000+00:00,9896,1,5.422,1270,5.422
2025-10-05T12:20:38.193000+00:00,9896,31,32.093,1270,1.078
2025-10-05T12:20:38.333000+00:00,9896,6,22.182,1270,0.837
2025-10-05T12:20:38.943000+00:00,9896,30,26.304,1270,1.008
2025-10-05T12:20:38.958000+00:00,9896,22,32.874,1270,0.781
2025-10-05T12:20:39.318000+00:00,9896,16,12.974,1270,2.229
2025-10-05T12:20:39.648000+00:00,9896,5,31.049,1270,2.017
2025-10-05T12:20:39.673000+00:00,9896,4,7.106,1270,1.684
2025-10-05T12:20:40.128000+00:00,9896,87,23.945,1270,1.763
2025-10-05T12:20:40.302000+00:00,9896,43,27.657,1270,1.353
2025-10-05T12:20:40.686000+00:00,9896,55,34.588,1270,1.714
2025-10-05T12:20:40.719000+00:00,9896,31,32.105,1270,1.056
2025-10-05T12:20:40.745000+00:00,9896,12,14.403,1270,1.429
2025-10-05T12:20:41.475000+00:00,9896,27,25.31,1270,1.365
2025-10-05T12:20:41.542000+00:00,9896,22,32.904,1270,0.799
2025-10-05T12:20:41.547000+00:00,9896,14,21.339,1270,5.732
2025-10-05T12:20:41.875000+00:00,9896,18,29.213,1270,1.556
2025-10-05T12:20:41.975000+00:00,9896,44,15.626,1270,1.223
2025-10-05T12:20:42.235000+00:00,9896,6,22.021,1270,0.682
2025-10-05T12:20:42.441000+00:00,9896,1,5.537,1270,5.537
2025-10-05T12:20:42.449000+00:00,9896,30,26.281,1270,0.971
2025-10-05T12:20:42.602000+00:00,9896,10,36.514,1270,1.926
2025-10-05T12:20:43.221000+00:00,9896,55,34.612,1270,1.708
2025-10-05T12:20:43.273000+00:00,9896,23,37.205,1270,0.691
2025-10-05T12:20:43.304000+00:00,9896,81,10.757,1270,3.651
2025-10-05T12:20:43.837000+00:00,9896,43,27.672,1270,1.391
2025-10-05T12:20:43.877000+00:00,9896,5,31.219,1270,2.006
2025-10-05T12:20:44.018000+00:00,9896,4,7.088,1270,1.551
2025-10-05T12:20:44.135000+00:00,9896,87,23.916,1270,1.895
2025-10-05T12:20:44.956000+00:00,9896,31,32.303,1270,1.084
2025-10-05T12:20:45.175000+00:00,9896,10,36.55,1270,1.938
2025-10-05T12:20:45.412000+00:00,9896,18,29.236,1270,1.564
2025-10-05T12:20:45.492000+00:00,9896,27,25.286,1270,1.37
2025-10-05T12:20:45.592000+00:00,9896,16,13.007,1270,2.25
2025-10-05T12:20:45.769000+00:00,9896,22,33.101,1270,0.798
2025-10-05T12:20:45.836000+00:00,9896,23,37.237,1270,0.687
2025-10-05T12:20:46.328000+00:00,9896,30,26.117,1270,0.831
2025-10-05T12:20:46.850000+00:00,9896,1,5.616,1270,5.616
2025-10-05T12:20:47.086000+00:00,9896,12,14.518,1270,1.511
2025-10-05T12:20:47.419000+00:00,9896,5,31.248,1270,2.012
2025-10-05T12:20:47.448000+00:00,9896,55,34.799,1270,1.698
2025-10-05T12:20:47.720000+00:00,9896,81,10.77,1270,3.682
2025-10-05T12:20:47.808000+00:00,9896,14,21.483,1270,5.857
2025-10-05T12:20:47.827000+00:00,9896,43,27.622,1270,1.505
2025-10-05T12:20:48.144000+00:00,9896,44,15.591,1270,1.073
2025-10-05T12:20:48.356000+00:00,9896,4,7.112,1270,1.496
2025-10-05T12:20:48.492000+00:00,9896,31,32.297,1270,1.049
2025-10-05T12:20:48.566000+00:00,9896,6,22.205,1270,0.722
2025-10-05T12:20:49.236000+00:00,9896,22,33.062,1270,0.765
2025-10-05T12:20:49.370000+00:00,9896,10,36.711,1270,1.912
2025-10-05T12:20:49.410000+00:00,9896,18,29.207,1270,1.585
2025-10-05T12:20:50.102000+00:00,9896,16,13.122,1270,2.352
2025-10-05T12:20:50.132000+00:00,9896,23,37.471,1270,0.76
2025-10-05T12:20:50.451000+00:00,9896,87,24.086,1270,1.881
2025-10-05T12:20:50.599000+00:00,9896,1,5.631,1270,5.631
2025-10-05T12:20:51.019000+00:00,9896,55,34.827,1270,1.765
2025-10-05T12:20:51.444000+00:00,9896,5,31.233,1270,2.026
2025-10-05T12:20:51.537000+00:00,9896,12,14.574,1270,1.452
2025-10-05T12:20:51.773000+00:00,9896,27,25.436,1270,1.35
2025-10-05T12:20:52.054000+00:00,9896,81,10.806,1270,3.694
2025-10-05T12:20:52.105000+00:00,9896,4,7.144,1270,1.513
2025-10-05T12:20:52.443000+00:00,9896,31,32.245,1270,1.012
2025-10-05T12:20:52.628000+00:00,9896,44,15.688,1270,1.114
2025-10-05T12:20:52.702000+00:00,9896,30,26.364,1270,0.928
2025-10-05T12:20:52.906000+00:00,9896,10,36.728,1270,1.901
2025-10-05T12:20:53.092000+00:00,9896,22,32.873,1270,0.628
2025-10-05T12:20:53.615000+00:00,9896,23,37.447,1270,0.719
2025-10-05T12:20:54.047000+00:00,9896,14,21.478,1270,5.887
2025-10-05T12:20:54.121000+00:00,9896,43,27.779,1270,1.415
2025-10-05T12:20:54.380000+00:00,9896,16,13.156,1270,2.35
2025-10-05T12:20:54.865000+00:00,9896,6,22.31,1270,0.832
2025-10-05T12:20:55.005000+00:00,9896,55,34.796,1270,1.923
2025-10-05T12:20:55.708000+00:00,9896,18,29.356,1270,1.577
2025-10-05T12:20:55.755000+00:00,9896,1,5.566,1270,5.566
2025-10-05T12:20:55.787000+00:00,9896,81,10.82,1270,3.676
2025-10-05T12:20:55.837000+00:00,9896,12,14.587,1270,1.431
2025-10-05T12:20:56.692000+00:00,9896,87,24.128,1270,1.818
2025-10-05T12:20:56.935000+00:00,9896,10,36.689,1270,1.893
2025-10-05T12:20:56.955000+00:00,9896,44,15.703,1270,1.116
2025-10-05T12:20:57.235000+00:00,9896,4,7.02,1270,1.454
2025-10-05T12:20:57.510000+00:00,9896,23,37.259,1270,0.57
2025-10-05T12:20:57.762000+00:00,9896,5,31.407,1270,2.051
2025-10-05T12:20:58.108000+00:00,9896,27,25.522,1270,1.394
2025-10-05T12:20:58.186000+00:00,9896,16,13.227,1270,2.407
2025-10-05T12:20:58.507000+00:00,9896,14,21.57,1270,5.882
2025-10-05T12:20:58.875000+00:00,9896,31,32.533,1270,1.126
2025-10-05T12:20:59.036000+00:00,9896,30,26.468,1270,0.946
2025-10-05T12:20:59.423000+00:00,9896,6,22.498,1270,0.928
2025-10-05T12:20:59.524000+00:00,9896,12,14.574,1270,1.347
2025-10-05T12:20:59.535000+00:00,9896,22,33.198,1270,0.665
2025-10-05T12:21:00.356000+00:00,9896,43,27.791,1270,1.323
2025-10-05T12:21:00.699000+00:00,9896,44,15.733,1270,1.159
2025-10-05T12:21:00.875000+00:00,9896,1,5.677,1270,5.677
2025-10-05T12:21:00.936000+00:00,9896,81,10.748,1270,3.728
2025-10-05T12:21:01.176000+00:00,9896,87,24.223,1270,1.725
2025-10-05T12:21:01.327000+00:00,9896,55,34.98,1270,1.782
2025-10-05T12:21:01.975000+00:00,9896,18,29.416,1270,1.625
2025-10-05T12:21:02.402000+00:00,9896,4,7.171,1270,1.494
2025-10-05T12:21:02.504000+00:00,9896,27,25.595,1270,1.372
2025-10-05T12:21:02.875000+00:00,9896,14,21.632,1270,5.929
2025-10-05T12:21:03.236000+00:00,9896,10,36.892,1270,1.912
2025-10-05T12:21:03.392000+00:00,9896,16,13.217,1270,2.469
2025-10-05T12:21:03.602000+00:00,9896,30,26.688,1270,1.093
2025-10-05T12:21:03.838000+00:00,9896,23,37.487,1270,0.595
2025-10-05T12:21:03.853000+00:00,9896,6,22.614,1270,0.982
2025-10-05T12:21:04.004000+00:00,9896,5,31.449,1270,2.033
2025-10-05T12:21:04.735000+00:00,9896,12,14.548,1270,1.331
2025-10-05T12:21:04.834000+00:00,9896,43,27.889,1270,1.201
2025-10-05T12:21:05.271000+00:00,9896,31,32.709,1270,1.26
2025-10-05T12:21:05.506000+00:00,9896,87,24.275,1270,1.661
2025-10-05T12:21:05.912000+00:00,9896,44,15.701,1270,1.153
2025-10-05T12:21:05.974000+00:00,9896,22,33.41,1270,0.701
2025-10-05T12:21:06.131000+00:00,9896,81,10.889,1270,3.718
2025-10-05T12:21:06.443000+00:00,9896,18,29.544,1270,1.655
2025-10-05T12:21:06.693000+00:00,9896,14,21.75,1270,6.017
2025-10-05T12:21:06.740000+00:00,9896,1,5.681,1270,5.681
2025-10-05T12:21:06.881000+00:00,9896,27,25.635,1270,1.36
2025-10-05T12:21:07.677000+00:00,9896,55,35.081,1270,1.671
2025-10-05T12:21:07.677000+00:00,9896,6,22.735,1270,0.985
2025-10-05T12:21:07.990000+00:00,9896,30,26.757,1270,1.122
2025-10-05T12:21:08.256000+00:00,9896,4,7.214,1270,1.533
2025-10-05T12:21:08.396000+00:00,9896,5,31.501,1270,1.957
2025-10-05T12:21:08.568000+00:00,9896,16,13.345,1270,2.456
2025-10-05T12:21:09.193000+00:00,9896,43,27.952,1270,1.195
2025-10-05T12:21:09.349000+00:00,9896,87,24.379,1270,1.644
2025-10-05T12:21:09.615000+00:00,9896,10,37.04,1270,1.959
2025-10-05T12:21:09.865000+00:00,9896,31,32.922,1270,1.421
2025-10-05T12:21:09.943000+00:00,9896,12,14.737,1270,1.392
2025-10-05T12:21:10.162000+00:00,9896,23,37.591,1270,0.551
2025-10-05T12:21:10.459000+00:00,9896,22,33.542,1270,0.62
2025-10-05T12:21:10.615000+00:00,9896,27,25.697,1270,1.318
2025-10-05T12:21:10.881000+00:00,9896,18,29.633,1270,1.681
2025-10-05T12:21:11.131000+00:00,9896,44,15.9,1270,1.163
2025-10-05T12:21:11.771000+00:00,9896,30,26.805,1270,1.108
2025-10-05T12:21:11.896000+00:00,9896,81,10.847,1270,3.633
2025-10-05T12:21:12.052000+00:00,9896,14,21.857,1270,6.156
2025-10-05T12:21:12.099000+00:00,9896,55,35.198,1270,1.656
2025-10-05T12:21:12.756000+00:00,9896,5,31.514,1270,1.881
2025-10-05T12:21:13.006000+00:00,9896,6,22.781,1270,0.924
2025-10-05T12:21:13.021000+00:00,9896,43,28.057,1270,1.252
2025-10-05T12:21:13.849000+00:00,9896,1,5.586,1270,5.586
2025-10-05T12:21:14.162000+00:00,9896,10,37.236,1270,2.038
2025-10-05T12:21:14.224000+00:00,9896,31,32.983,1270,1.469
2025-10-05T12:21:14.381000+00:00,9896,16,13.336,1270,2.489
2025-10-05T12:21:14.678000+00:00,9896,87,24.48,1270,1.699
2025-10-05T12:21:14.724000+00:00,9896,23,37.815,1270,0.579
2025-10-05T12:21:14.740000+00:00,9896,18,29.759,1270,1.702
2025-10-05T12:21:14.896000+00:00,9896,22,33.65,1270,0.667
2025-10-05T12:21:15.537000+00:00,9896,4,7.258,1270,1.672
2025-10-05T12:21:15.857000+00:00,9896,12,14.785,1270,1.449
2025-10-05T12:21:15.918000+00:00,9896,27,25.746,1270,1.266
2025-10-05T12:21:16.493000+00:00,9896,55,35.246,1270,1.596
2025-10-05T12:21:16.507000+00:00,9896,5,31.576,1270,1.817
2025-10-05T12:21:16.925000+00:00,9896,44,15.883,1270,1.098
2025-10-05T12:21:16.975000+00:00,9896,30,26.797,1270,1.051
2025-10-05T12:21:17.328000+00:00,9896,1,5.576,1270,5.576
2025-10-05T12:21:17.404000+00:00,9896,14,22.102,1270,6.202
2025-10-05T12:21:17.993000+00:00,9896,31,33.03,1270,1.454
2025-10-05T12:21:18.273000+00:00,9896,6,23.055,1270,0.953
2025-10-05T12:21:18.375000+00:00,9896,43,28.179,1270,1.382
2025-10-05T12:21:18.526000+00:00,9896,10,37.292,1270,2.046
2025-10-05T12:21:18.829000+00:00,9896,22,33.862,1270,0.832
2025-10-05T12:21:18.930000+00:00,9896,4,7.242,1270,1.666
2025-10-05T12:21:19.104000+00:00,9896,23,37.884,1270,0.592
2025-10-05T12:21:19.283000+00:00,9896,81,10.991,1270,3.733
2025-10-05T12:21:19.941000+00:00,9896,87,24.728,1270,1.673
2025-10-05T12:21:20.102000+00:00,9896,18,29.933,1270,1.754
2025-10-05T12:21:20.320000+00:00,9896,55,35.35,1270,1.488
2025-10-05T12:21:21.175000+00:00,9896,27,25.984,1270,1.256
2025-10-05T12:21:21.623000+00:00,9896,16,13.355,1270,2.364
2025-10-05T12:21:21.693000+00:00,9896,1,5.617,1270,5.617
2025-10-05T12:21:21.916000+00:00,9896,5,31.723,1270,1.79
2025-10-05T12:21:22.262000+00:00,9896,30,27.054,1270,1.07
2025-10-05T12:21:22.275000+00:00,9896,10,37.352,1270,2.002
2025-10-05T12:21:22.676000+00:00,9896,81,10.981,1270,3.739
2025-10-05T12:21:23.002000+00:00,9896,23,38.029,1270,0.677
2025-10-05T12:21:23.102000+00:00,9896,12,14.845,1270,1.49
2025-10-05T12:21:23.156000+00:00,9896,14,22.096,1270,6.213
2025-10-05T12:21:23.281000+00:00,9896,31,33.091,1270,1.368
2025-10-05T12:21:23.335000+00:00,9896,4,7.276,1270,1.659
2025-10-05T12:21:23.775000+00:00,9896,43,28.533,1270,1.479
2025-10-05T12:21:24.062000+00:00,9896,6,22.981,1270,0.885
2025-10-05T12:21:24.136000+00:00,9896,22,33.952,1270,0.861
2025-10-05T12:21:24.146000+00:00,9896,44,15.881,1270,1.036
2025-10-05T12:21:25.015000+00:00,9896,16,13.319,1270,2.338
